Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
30.09.2013	30.09.2013	VISA VARE	*4621 25.09 USD 3.90 7-ELEVEN 24139 Kurs: 6.0974	-23,78	50001685147	
27.09.2013	27.09.2013	VISA VARE	*4621 24.09 USD 373.02 LEVIS STORE 1801001866 Kurs: 6.1299	-2286,56	50001685147	
27.09.2013	27.09.2013	VISA VARE	*4621 25.09 USD 6.00 SRA*SUPPORT.STRAVA.COM Kurs: 6.1300	-36,78	50001685147	
26.09.2013	26.09.2013	OVERFØRT	Sparing	-2000,00	89250075	3705.09.65105
26.09.2013	26.09.2013	OVERFØRT	Til felleskonto	-32186,00	89250145	3705.17.98423
25.09.2013	25.09.2013	LØNN	Lonn fra CISCO SYSTEMS NORWAY AS	40909,33	50975004875	
23.09.2013	23.09.2013	GIRO	Nettgiro fra: Per Kristian Roald Betalt: 21.09.13	515,00	50391019152	3904.10.20117
23.09.2013	23.09.2013	VISA VARE	*4621 19.09 NOK 106.00 WWWJOTTANO Kurs: 1.0000	-106,00	50001685147	
18.09.2013	18.09.2013	NETTGIRO	Nettgiro til: GJENSIDIGE FORS Betalt: 18.09.13	-2735,00	50389089343	6005.06.08460
18.09.2013	18.09.2013	AVTGI	CHESS COMMUNICATION AS	-288,17	93420582	5210.05.61603
17.09.2013	17.09.2013	VISA VARE	*4621 14.09 USD 59.49 MOLLIE STONES #9 Kurs: 6.0269	-358,54	50001685147	
17.09.2013	17.09.2013	VISA VARE	*4621 14.09 USD 19.14 MOSS ROOM Kurs: 6.0267	-115,35	50001685147	
17.09.2013	17.09.2013	VISA VARE	*4621 14.09 USD 69.00 THAI HOUSE EXPRESS @ CAST Kurs: 6.0268	-415,85	50001685147	
11.09.2013	11.09.2013	VISA VARE	*4621 09.09 USD 5.25 PORT IPS PARKING METERS Kurs: 6.1981	-32,54	50001685147	
10.09.2013	10.09.2013	VISA VARE	*4621 08.09 USD 3359.20 MIKE'S BIKES OF SA Kurs: 6.2317	-20933,67	50001685147	
10.09.2013	10.09.2013	VISA VARE	*4621 08.09 NOK 7.00 APPLE ITUNES STORE-NOK Kurs: 1.0000	-7,00	50001685147	
10.09.2013	10.09.2013	VISA VARE	*4621 06.09 USD 254.92 SAFEWAY STORE00015073 Kurs: 6.2317	-1588,59	50001685147	
10.09.2013	10.09.2013	VISA VARE	*4621 08.09 USD 163.11 MIKE'S BIKES OF SA Kurs: 6.2318	-1016,46	50001685147	
09.09.2013	09.09.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
09.09.2013	09.09.2013	VISA VARE	*4621 04.09 USD 51.90 MOLLIE STONES #9 Kurs: 6.2041	-321,99	50001685147	
