Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
30.06.2013	01.07.2013	OVTR.RTE	OVERTREKKSRENTE SISTE KVARTAL	-1,00	90030000	
30.06.2013	28.06.2013	VARER	28.06 VINMONOPOLET STORO OSLO	-485,70	17017434841	
30.06.2013	28.06.2013	AVTGI	Viken Fibernett AS	-768,00	93420512	1503.14.83481
30.06.2013	28.06.2013	VARER	28.06 MESTER GRØNN HOVEDKONTOR THON	-191,00	17017531180	
30.06.2013	28.06.2013	AVTGI	Gudbrandsdal Energi AS	-82,26	93420750	2095.19.81088
30.06.2013	28.06.2013	VARER	27.06 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-226,80	17017415419	
30.06.2013	28.06.2013	VARER	28.06 NØSTET MITT VITAMINVEIEN OSLO	-123,00	17017191804	
30.06.2013	28.06.2013	VARER	27.06 REMA BJERKE TRONDHEIMSVE OSLO	-86,13	17017493845	
30.06.2013	28.06.2013	VARER	28.06 SPRELL STORO VITAMINV 7-9 0485 OSLO	-264,00	17017375336	
27.06.2013	27.06.2013	NETTGIRO	Nettgiro til: BOLIGBYGGELAGET Betalt: 27.06.13	-300,00	50389079152	1503.18.08496
27.06.2013	27.06.2013	VARER	26.06 STOFF & STIL ALFASET 1 OSLO	-134,35	17017592646	
27.06.2013	27.06.2013	VARER	26.06 STATOIL BJERKE ØKERN TORGVE OSLO	-400,37	17017131300	
26.06.2013	26.06.2013	VARER	26.06 102 KID INTERIØ ERICH MOGENS OSLO	-857,80	17017848367	
26.06.2013	26.06.2013	LÅN	Til:37061218050	-18044,00	50370669100	3706.12.18050
26.06.2013	26.06.2013	VARER	26.06 ICA Supermarked Linder OSLO	-454,15	17017072612	
26.06.2013	26.06.2013	AVTALE	Til felleskonto	32186,00	89250098	3705.09.65091
26.06.2013	26.06.2013	VARER	26.06 ÅHLENS AS LINDERUD OSLO	-158,00	17017871796	
25.06.2013	25.06.2013	VARER	24.06 REMA BJERKE TRONDHEIMSVE OSLO	-783,12	17017278986	
25.06.2013	25.06.2013	VISA VARE	*8081 21.06 NOK 20.00 EUROPARK ONLINE Kurs: 1.0000	-20,00	50001685147	
24.06.2013	24.06.2013	VARER	22.06 INTERSPORT LIND ERICH MOGENS OSLO	-49,00	17017929981	
24.06.2013	24.06.2013	VARER	21.06 REMA BJERKE TRONDHEIMSVE OSLO	-1166,33	17017893081	
24.06.2013	24.06.2013	VARER	22.06 ICA Supermarked Linder OSLO	-380,44	17017065105	
24.06.2013	24.06.2013	VISA VARE	*4485 20.06 NOK 79.00 NETFLIX.COM Kurs: 1.0000	-79,00	50001685147	
21.06.2013	21.06.2013	VARER	20.06 REMA BJERKE TRONDHEIMSVE OSLO	-98,97	17017127326	
20.06.2013	20.06.2013	VARER	19.06 ICA Supermarked Linder OSLO	-494,45	17017985430	
20.06.2013	20.06.2013	VARER	19.06 171 BOOTS APOTEK LINDERUD	-82,30	17017930336	
20.06.2013	20.06.2013	VARER	19.06 Matkroken Arvol l Oslo	-81,80	17017864650	
20.06.2013	20.06.2013	AVTGI	GJENSIDIGE FORSIKRING	-1192,00	93420701	6005.06.08460
19.06.2013	19.06.2013	VARER	18.06 VINMONOPOLET LINDERUD OSLO	-361,90	17017378667	
19.06.2013	19.06.2013	VARER	18.06 ARK, LINDERUD ERICH MOGENS OSLO	-94,00	17017337856	
19.06.2013	19.06.2013	NETTGIRO	Nettgiro til: STIFT.NORSK LUF Betalt: 19.06.13	-705,00	50389099343	1617.20.74565
19.06.2013	19.06.2013	VARER	18.06 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-551,06	17017610110	
18.06.2013	18.06.2013	VISA VARE	*4485 14.06 NOK 13.00 EUROPARK ONLINE Kurs: 1.0000	-13,00	50001685147	
18.06.2013	18.06.2013	VARER	17.06 REMA BJERKE TRONDHEIMSVE OSLO	-1464,70	17017484510	
17.06.2013	17.06.2013	VARER	15.06 ICA Supermarked Linder OSLO	-158,63	17017664640	
17.06.2013	17.06.2013	VARER	14.06 REMA BJERKE TRONDHEIMSVE OSLO	-356,00	17017597384	
17.06.2013	17.06.2013	VARER	15.06 BRIO LINDERUD ERIK MOGENSS OSLO	-49,50	17017528124	
17.06.2013	17.06.2013	VARER	14.06 GASTRONOMIA HEIMDALSGATA OSLO	-160,00	17017662656	
17.06.2013	17.06.2013	VARER	15.06 REMA BJERKE TRONDHEIMSVE OSLO	-552,43	17017969910	
17.06.2013	17.06.2013	VARER	15.06 ARK, LINDERUD ERICH MOGENS OSLO	-508,00	17017491359	
14.06.2013	14.06.2013	VARER	13.06 Matkroken Arvol l Oslo	-345,50	17017968134	
14.06.2013	14.06.2013	VARER	13.06 STATOIL BJERKE ØKERN TORGVE OSLO	-31,90	17017208527	
13.06.2013	13.06.2013	VARER	12.06 MCD 044 LINDERU ERICH MOGENS	-20,00	17017879255	
13.06.2013	13.06.2013	VARER	13.06 REMA BJERKE TRONDHEIMSVE OSLO	-207,10	17017098907	
13.06.2013	13.06.2013	VARER	12.06 LINDEX AVD. 232 E MOGENSSØNS OSLO	-164,00	17017635040	
13.06.2013	13.06.2013	VARER	12.06 VINMONOPOLET LINDERUD OSLO	-115,00	17017519077	
13.06.2013	13.06.2013	VARER	12.06 ICA Supermarked Linder OSLO	-381,59	17017866259	
12.06.2013	12.06.2013	VARER	12.06 STATOIL SKØYEN DRAMMENSVEIE OSLO	-300,28	17017899522	
12.06.2013	12.06.2013	VARER	12.06 REMA BJERKE TRONDHEIMSVE OSLO	-87,90	17017248818	
12.06.2013	12.06.2013	VISA VARE	*4485 10.06 NOK 10.00 EUROPARK ONLINE Kurs: 1.0000	-10,00	50001685147	
12.06.2013	12.06.2013	VARER	12.06 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-142,80	17017210800	
12.06.2013	12.06.2013	VARER	12.06 KREMMERHUSET ERICH MOGENS OSLO	-174,75	17017467205	
12.06.2013	12.06.2013	VARER	12.06 INTERSPORT LIND ERICH MOGENS OSLO	-199,00	17017398586	
12.06.2013	12.06.2013	VARER	12.06 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-91,80	17017365278	
12.06.2013	12.06.2013	AVTALE	Til felleskonto	17330,00	50370028925	3700.15.71126
12.06.2013	12.06.2013	NETTGIRO	Nettgiro til: H & M ROWELLS O Betalt: 12.06.13	-1873,20	50389029152	6203.05.17321
12.06.2013	12.06.2013	VARER	11.06 REMA BJERKE TRONDHEIMSVE OSLO	-38,00	17017962945	
11.06.2013	11.06.2013	VARER	10.06 102 KID INTERIØ ERICH MOGENS OSLO	-599,00	17017647685	
11.06.2013	11.06.2013	VARER	10.06 REMA BJERKE TRONDHEIMSVE OSLO	-378,90	17017952772	
11.06.2013	11.06.2013	VARER	11.06 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-147,80	17017247389	
11.06.2013	11.06.2013	VARER	10.06 VINMONOPOLET LINDERUD OSLO	-115,00	17017739873	
10.06.2013	10.06.2013	VARER	10.06 REMA VEITVET VEITVETVEIEN OSLO	-59,50	17017924456	
10.06.2013	08.06.2013	OVFNETTB	Overføring pga overtrekk	5000,00	50389089152	3705.09.65091
10.06.2013	10.06.2013	VARER	10.06 REMA VEITVET VEITVETVEIEN OSLO	-179,66	17017917752	
10.06.2013	10.06.2013	VARER	09.06 STATOIL BJERKE ØKERN TORGVE OSLO	-193,00	17017677068	
