Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
31.03.2013	27.03.2013	AVTGI	Gudbrandsdal Energi AS	-224,13	93420563	2095.19.81088
31.03.2013	27.03.2013	VARER	26.03 REMA VIE SENTER VIEVEGEN 1 FØRDE	-531,69	17017834395	
31.03.2013	27.03.2013	VISA VARE	*4485 21.03 NOK 30.00 OSLO UNIVERSITETSSYKEHUS Kurs: 1.0000	-30,00	50001685147	
31.03.2013	27.03.2013	AVTGI	Viken Fibernett AS	-698,00	93420546	1503.14.83481
31.03.2013	27.03.2013	VISA VARE	*4485 21.03 NOK 34.00 OSLO UNIVERSITETSSYKEHUS Kurs: 1.0000	-34,00	50001685147	
31.03.2013	01.04.2013	OVTR.RTE	OVERTREKKSRENTE SISTE KVARTAL	-1,00	90030000	
31.03.2013	27.03.2013	VARER	26.03 PIKANT AS HAFSTADVN. 3 FØRDE	-139,00	17017444655	
31.03.2013	27.03.2013	VARER	26.03 REMA VIE SENTER VIEVEGEN 1 FØRDE	-33,80	17017845842	
31.03.2013	27.03.2013	VISA VARE	*4485 20.03 NOK 116.00 TIME PARK SERVICE AS Kurs: 1.0000	-116,00	50001685147	
26.03.2013	26.03.2013	AVTALE	Til felleskonto	32186,00	89250110	3705.09.65091
26.03.2013	26.03.2013	LÅN	Til:37061218050	-17800,00	50370669100	3706.12.18050
25.03.2013	25.03.2013	VARER	22.03 BOHUS ALNA TEVLINGVN. 2 OSLO	-750,00	17017771342	
25.03.2013	25.03.2013	VARER	22.03 SUSHI HUSET CB TRONDHEIMSVE OSLO	-290,00	17017666404	
25.03.2013	25.03.2013	VARER	22.03 REMA BJERKE TRONDHEIMSVE OSLO	-304,32	17017218783	
22.03.2013	22.03.2013	VISA VARE	*4485 20.03 NOK 5315.00 HERTZ BILUTLEIE Kurs: 1.0000	-5315,00	50001685147	
22.03.2013	22.03.2013	VARER	21.03 REMA BJERKE TRONDHEIMSVE OSLO	-47,50	17017784151	
22.03.2013	22.03.2013	VARER	21.03 REMA BJERKE TRONDHEIMSVE OSLO	-156,30	17017380671	
21.03.2013	21.03.2013	VARER	21.03 KIWI, ULLEVÅL KIRKEVN. 166 OSLO	-71,20	17017491972	
21.03.2013	21.03.2013	VARER	20.03 STATOIL BJERKE ØKERN TORGVE OSLO	-52,00	17017736032	
21.03.2013	21.03.2013	VARER	20.03 REMA BJERKE TRONDHEIMSVE OSLO	-298,47	17017272958	
21.03.2013	21.03.2013	VARER	20.03 W.B SAMSON STRØ STØPERIVN 5 STRØMMEN	-30,00	17017010839	
20.03.2013	20.03.2013	VARER	19.03 STOFF & STIL ALFASET 1 OSLO	-598,10	17017804660	
20.03.2013	20.03.2013	VARER	19.03 ICA Supermarked Linder OSLO	-229,71	17017923085	
20.03.2013	20.03.2013	AVTGI	Årsavgift 2013, BR49448	-2940,00	93426741	6345.05.00099
20.03.2013	20.03.2013	AVTGI	GJENSIDIGE FORSIKRING	-1192,00	93424327	6005.06.08460
